signal_date,canonical_ts_code,industry_code,total_mv_cny,universe_eligible,bm_proxy,bm_proxy_winsorized,bm_proxy_z,momentum_12_1,momentum_12_1_winsorized,momentum_12_1_z,lowvol_60,lowvol_60_winsorized,lowvol_60_z,next_month_return,sample_scope
2020-01-31,SYN0001,IND1,2000000000,False,0.540043811845451,0.540043811845451,-1.543681217086115,0.027230993714668278,0.027230993714668278,0.04131543518045626,-0.11362076792377684,-0.11362076792377684,1.692587489477676,-0.007227089030363286,fully_synthetic_software_demo
2020-01-31,SYN0002,IND2,2125000000,True,0.5779148389093027,0.5779148389093027,-1.2647352914020675,0.22226092147077206,0.22226092147077206,0.3141272527854157,-0.1311208949492033,-0.1311208949492033,0.6630070388195444,0.0006124889210782697,fully_synthetic_software_demo
2020-01-31,SYN0003,IND3,2250000000,True,0.6466784835380406,0.6466784835380406,-0.7582441821952367,0.4281540493293381,0.4281540493293381,0.6021347349689177,-0.13255712869565778,-0.13255712869565778,0.5785094699860978,0.0035513404165454466,fully_synthetic_software_demo
2020-01-31,SYN0004,IND4,2375000000,True,0.6757893316239952,0.6757893316239952,-0.5438229452667229,0.6847936815608137,0.6847936815608137,0.9611274564659699,-0.1430165276198006,-0.1430165276198006,-0.03684564385312508,0.0030681581710121095,fully_synthetic_software_demo
2020-01-31,SYN0005,IND5,2500000000,True,0.7149990069662827,0.7149990069662827,-0.25501696264352675,0.6813239536939573,0.6813239536939573,0.9562739307694654,-0.1598741973993955,-0.1598741973993955,-1.0286285734000808,0.010335977184295882,fully_synthetic_software_demo
2020-01-31,SYN0006,IND1,2625000000,True,0.7610083570078918,0.7610083570078918,0.083873258523153,1.0018271426875782,1.0018271426875782,1.40460029043915,-0.15667557321786296,-0.15667557321786296,-0.8404447435613926,0.014050701698271469,fully_synthetic_software_demo
2020-01-31,SYN0007,IND2,2750000000,True,0.8384857913110767,0.8384857913110767,0.6545473676485369,1.0829096402332188,1.0829096402332188,1.5180201321315416,-0.16395781922939534,-0.16395781922939534,-1.268879241177514,-0.0017896326843350342,fully_synthetic_software_demo
2020-01-31,SYN0008,IND3,2875000000,True,0.8474984876999498,0.8474984876999498,0.7209320192415534,1.0245902369365758,1.0245902369365758,1.4364417682463306,-0.11327753977257836,-0.11327753977257836,1.7127805425952938,0.01945660641505352,fully_synthetic_software_demo
2020-01-31,SYN0009,IND4,3000000000,True,0.8927610151230209,0.8927610151230209,1.0543213828186395,0.9577907781406637,0.9577907781406637,1.3430013307770097,-0.12527300524637205,-0.12527300524637205,1.0070544224123679,0.011057010216272412,fully_synthetic_software_demo
2020-01-31,SYN0010,IND5,3125000000,True,0.938806166049431,0.938806166049431,1.3934753019023125,0.840261475976506,0.840261475976506,1.1785989597453008,-0.14035450515897135,-0.14035450515897135,0.11976843562758431,0.014470825434622515,fully_synthetic_software_demo
2020-01-31,SYN0011,IND1,3250000000,True,0.5446211149413529,0.5446211149413529,-1.5099662600803265,0.6808567995877466,0.6808567995877466,0.9556204661331233,-0.1377412362897388,-0.1377412362897388,0.27351420765347334,0.001949077877758206,fully_synthetic_software_demo
2020-01-31,SYN0012,IND2,3375000000,True,0.5788035508076352,0.5788035508076352,-1.2581893225607994,0.5936262694351301,0.5936262694351301,0.8336006317652426,-0.14849858575709632,-0.14849858575709632,-0.35937015349413215,-0.0028622038519201783,fully_synthetic_software_demo
2020-01-31,SYN0013,IND3,3500000000,True,0.6119310545792029,0.6119310545792029,-1.014182678917851,0.4779159347234967,0.4779159347234967,0.671742669289681,-0.1664881835371197,-0.1664881835371197,-1.4177475105615533,0.012456509201424016,fully_synthetic_software_demo
